scale,steel_kind,hsb,fur_avg_temp,fur_total_time,rolling_method,rolling_temp,descaling_count,work_group
양품,C,적용,1163.0,204,CR(제어압연),959,10,3조
양품,C,적용,1163.0,177,CR(제어압연),959,10,3조
양품,C,적용,1162.5,248,CR(제어압연),933,10,3조
양품,C,적용,1162.5,239,CR(제어압연),933,10,3조
양품,C,적용,1161.0,189,CR(제어압연),958,10,3조
양품,C,적용,1161.0,224,CR(제어압연),958,10,4조
양품,C,적용,1164.5,195,CR(제어압연),941,10,4조
양품,C,적용,1164.5,194,CR(제어압연),941,10,4조
양품,C,적용,1164.5,187,CR(제어압연),941,10,4조
불량,C,미적용,1157.0,243,CR(제어압연),991,10,4조
양품,C,적용,1157.0,234,CR(제어압연),991,10,4조
양품,C,적용,1161.5,208,CR(제어압연),987,10,4조
양품,C,적용,1155.0,195,CR(제어압연),993,10,4조
양품,C,적용,1155.0,183,CR(제어압연),993,10,4조
불량,C,적용,1164.5,205,CR(제어압연),1044,8,4조
불량,C,적용,1157.0,227,CR(제어압연),1002,8,4조
양품,C,적용,1159.0,237,CR(제어압연),981,10,4조
불량,C,적용,1155.5,194,CR(제어압연),1007,8,4조
불량,C,적용,1155.5,193,CR(제어압연),1007,8,4조
불량,C,적용,1155.5,224,CR(제어압연),1007,8,4조
양품,C,적용,1157.0,253,CR(제어압연),975,8,4조
불량,C,적용,1157.0,252,CR(제어압연),975,7,4조
양품,C,적용,1157.0,230,CR(제어압연),975,8,4조
양품,C,적용,1162.0,188,CR(제어압연),982,8,4조
양품,C,적용,1154.0,239,CR(제어압연),991,8,4조
불량,C,미적용,1154.0,269,CR(제어압연),979,8,4조
불량,C,적용,1160.0,256,CR(제어압연),1018,8,4조
불량,C,적용,1160.0,249,CR(제어압연),1018,8,4조
불량,C,적용,1150.0,244,CR(제어압연),1010,8,4조
불량,C,적용,1156.5,244,CR(제어압연),1018,8,4조
불량,C,적용,1164.5,250,CR(제어압연),1011,8,4조
불량,C,적용,1168.5,214,CR(제어압연),1010,8,4조
불량,C,적용,1173.0,243,CR(제어압연),1004,8,4조
불량,C,적용,1169.0,246,CR(제어압연),1013,7,4조
양품,C,적용,1169.5,199,CR(제어압연),999,8,4조
양품,C,적용,1168.5,193,CR(제어압연),999,8,4조
불량,C,적용,1162.5,223,CR(제어압연),1026,8,4조
불량,C,적용,1177.0,230,CR(제어압연),1036,8,4조
양품,C,적용,1173.5,222,CR(제어압연),950,10,4조
불량,C,미적용,1173.5,242,CR(제어압연),950,10,4조
양품,C,적용,1171.5,229,CR(제어압연),977,10,4조
양품,C,적용,1171.5,222,CR(제어압연),977,10,4조
불량,C,적용,1187.0,205,CR(제어압연),964,10,4조
불량,C,적용,1187.0,190,CR(제어압연),964,10,4조
불량,C,적용,1189.0,208,CR(제어압연),944,10,4조
불량,C,적용,1189.0,207,CR(제어압연),944,10,4조
양품,C,적용,1136.5,216,CR(제어압연),927,10,4조
양품,C,적용,1136.5,227,CR(제어압연),927,10,4조
불량,C,미적용,1136.5,230,CR(제어압연),927,10,4조
양품,C,적용,1136.5,221,CR(제어압연),927,10,4조
불량,C,적용,1189.5,233,CR(제어압연),962,10,4조
불량,C,적용,1189.5,197,CR(제어압연),962,9,4조
불량,C,적용,1189.5,219,CR(제어압연),962,10,4조
불량,C,적용,1189.5,208,CR(제어압연),962,10,4조
양품,C,적용,1168.5,238,CR(제어압연),955,10,4조
양품,C,적용,1168.5,196,CR(제어압연),955,10,4조
양품,C,적용,1162.0,255,CR(제어압연),947,10,4조
양품,C,적용,1162.0,249,CR(제어압연),947,10,4조
양품,C,적용,1179.0,207,CR(제어압연),951,10,4조
양품,C,적용,1179.0,220,CR(제어압연),951,10,4조
양품,C,적용,1179.0,206,CR(제어압연),951,10,4조
양품,C,적용,1171.0,239,CR(제어압연),959,10,4조
양품,C,적용,1171.0,221,CR(제어압연),959,10,4조
양품,C,적용,1142.5,224,CR(제어압연),961,10,4조
양품,C,적용,1142.5,208,CR(제어압연),961,10,4조
양품,C,적용,1179.5,234,CR(제어압연),971,10,4조
양품,C,적용,1169.0,237,CR(제어압연),984,10,4조
양품,C,적용,1169.0,217,CR(제어압연),984,10,4조
양품,C,적용,1169.0,212,CR(제어압연),984,10,4조
불량,C,미적용,1164.5,220,CR(제어압연),1000,10,4조
양품,C,적용,1164.5,195,CR(제어압연),1000,10,4조
불량,C,적용,1166.0,232,CR(제어압연),1001,8,4조
양품,C,적용,1176.0,236,CR(제어압연),949,10,4조
양품,C,적용,1176.0,196,CR(제어압연),949,10,4조
불량,C,적용,1176.0,218,CR(제어압연),949,9,4조
양품,C,적용,1148.5,208,CR(제어압연),1000,10,4조
불량,C,적용,1152.0,229,CR(제어압연),1010,8,4조
양품,C,적용,1147.0,196,CR(제어압연),921,8,4조
불량,C,적용,1147.0,219,CR(제어압연),1050,6,3조
불량,C,적용,1133.5,206,CR(제어압연),1037,6,3조
양품,C,적용,1161.0,218,CR(제어압연),961,10,3조
양품,C,적용,1161.0,205,CR(제어압연),961,10,3조
양품,C,적용,1164.5,227,CR(제어압연),977,10,3조
양품,C,적용,1164.5,214,CR(제어압연),977,10,3조
양품,C,적용,1164.5,219,CR(제어압연),977,10,3조
양품,C,적용,1162.5,237,CR(제어압연),995,10,3조
양품,C,적용,1162.5,239,CR(제어압연),995,10,3조
양품,C,적용,1160.0,196,CR(제어압연),965,10,3조
양품,C,적용,1160.0,227,CR(제어압연),965,10,3조
양품,C,적용,1169.0,236,CR(제어압연),948,10,3조
양품,C,적용,1147.5,210,CR(제어압연),941,10,3조
양품,C,적용,1147.5,243,CR(제어압연),941,10,3조
불량,C,미적용,1165.0,221,CR(제어압연),941,10,3조
양품,C,적용,1165.0,191,CR(제어압연),941,10,3조
불량,C,적용,1165.5,207,CR(제어압연),909,9,3조
양품,C,적용,1166.5,231,CR(제어압연),936,10,3조
양품,C,적용,1161.5,219,CR(제어압연),938,10,3조
양품,C,적용,1174.5,216,CR(제어압연),936,10,3조
양품,C,적용,1160.5,220,CR(제어압연),942,10,3조
양품,C,적용,1160.5,239,CR(제어압연),942,10,3조
양품,C,적용,1156.0,243,CR(제어압연),937,10,3조
양품,C,적용,1156.0,223,CR(제어압연),937,10,3조
양품,C,적용,1156.0,221,CR(제어압연),937,10,3조
양품,C,적용,1166.5,238,CR(제어압연),950,10,3조
양품,C,적용,1166.5,204,CR(제어압연),950,10,3조
양품,C,적용,1171.0,246,CR(제어압연),996,10,3조
양품,C,적용,1171.0,200,CR(제어압연),996,10,3조
양품,C,적용,1171.0,252,CR(제어압연),996,10,3조
불량,C,적용,1155.5,269,CR(제어압연),1016,8,3조
불량,C,적용,1168.0,210,CR(제어압연),1034,8,3조
불량,C,적용,1159.0,242,CR(제어압연),1019,8,3조
불량,C,적용,1147.0,240,CR(제어압연),1005,8,3조
불량,C,적용,1170.5,184,CR(제어압연),1025,8,3조
불량,C,적용,1170.5,205,CR(제어압연),1025,8,3조
불량,C,적용,1167.5,219,CR(제어압연),1025,9,3조
불량,C,적용,1148.5,194,CR(제어압연),1033,10,3조
불량,C,적용,1165.0,210,CR(제어압연),1035,10,3조
불량,C,적용,1165.0,199,CR(제어압연),1013,10,3조
불량,C,적용,1165.0,222,CR(제어압연),1013,10,3조
양품,C,적용,1135.5,251,CR(제어압연),941,10,3조
양품,C,적용,1169.5,187,CR(제어압연),957,10,3조
양품,C,적용,1169.0,217,CR(제어압연),975,10,3조
양품,C,적용,1156.5,194,CR(제어압연),975,10,3조
양품,C,적용,1175.5,182,CR(제어압연),991,10,3조
불량,C,적용,1158.5,191,CR(제어압연),988,9,3조
양품,C,적용,1148.5,217,CR(제어압연),993,8,3조
양품,C,적용,1174.5,202,CR(제어압연),994,8,3조
양품,C,적용,1170.5,218,CR(제어압연),989,8,3조
양품,C,적용,1162.5,210,CR(제어압연),991,8,3조
양품,C,적용,1162.5,233,CR(제어압연),991,8,3조
불량,C,적용,1162.5,185,CR(제어압연),991,7,3조
양품,C,적용,1162.5,213,CR(제어압연),991,8,3조
양품,C,적용,1166.5,189,CR(제어압연),982,8,3조
불량,C,적용,1173.5,192,CR(제어압연),1037,8,3조
양품,C,적용,1182.5,173,CR(제어압연),956,10,3조
양품,C,적용,1182.5,221,CR(제어압연),956,10,3조
양품,C,적용,1182.5,215,CR(제어압연),956,10,3조
양품,C,적용,1182.5,218,CR(제어압연),956,10,3조
양품,C,적용,1171.0,183,CR(제어압연),960,10,3조
양품,C,적용,1171.0,207,CR(제어압연),960,10,3조
양품,C,적용,1166.5,226,CR(제어압연),984,10,3조
양품,C,적용,1166.5,195,CR(제어압연),984,10,3조
양품,C,적용,1175.0,221,CR(제어압연),993,8,3조
양품,C,적용,1175.0,221,CR(제어압연),993,8,3조
양품,C,적용,1175.0,206,CR(제어압연),993,8,3조
양품,C,적용,1170.0,205,CR(제어압연),927,10,3조
양품,C,적용,1170.0,200,CR(제어압연),927,10,3조
양품,C,적용,1174.5,199,CR(제어압연),947,10,3조
불량,C,미적용,1174.5,187,CR(제어압연),947,10,3조
양품,C,적용,1171.0,222,CR(제어압연),941,10,3조
양품,C,적용,1171.0,194,CR(제어압연),941,10,3조
불량,C,적용,1170.5,221,CR(제어압연),1004,10,3조
불량,C,적용,1170.5,190,CR(제어압연),1004,10,3조
양품,C,적용,1171.5,237,CR(제어압연),998,10,3조
양품,C,적용,1171.5,231,CR(제어압연),998,10,4조
양품,C,적용,1174.0,194,CR(제어압연),937,10,4조
양품,C,적용,1177.0,194,CR(제어압연),942,10,4조
양품,C,적용,1177.0,214,CR(제어압연),942,10,4조
양품,C,적용,1177.0,217,CR(제어압연),942,10,4조
양품,C,적용,1182.5,198,CR(제어압연),938,10,4조
양품,C,적용,1177.5,181,CR(제어압연),943,10,4조
양품,C,적용,1161.5,222,CR(제어압연),915,10,4조
양품,C,적용,1167.0,191,CR(제어압연),928,10,4조
양품,C,적용,1167.0,182,CR(제어압연),928,10,4조
양품,C,적용,1167.0,219,CR(제어압연),928,10,4조
불량,C,적용,1174.0,194,CR(제어압연),931,9,4조
양품,C,적용,1174.0,187,CR(제어압연),931,10,4조
양품,C,적용,1169.0,208,CR(제어압연),932,10,4조
양품,C,적용,1178.0,193,CR(제어압연),926,10,4조
양품,C,적용,1178.0,214,CR(제어압연),926,10,4조
양품,C,적용,1160.5,215,CR(제어압연),891,10,4조
양품,C,적용,1160.5,191,CR(제어압연),891,10,4조
양품,C,적용,1166.5,206,CR(제어압연),919,10,4조
양품,C,적용,1166.5,216,CR(제어압연),919,10,4조
양품,C,적용,1172.5,197,CR(제어압연),926,10,4조
양품,C,적용,1172.5,184,CR(제어압연),926,10,4조
양품,C,적용,1167.5,207,CR(제어압연),936,10,4조
양품,C,적용,1167.5,242,CR(제어압연),936,10,4조
양품,C,적용,1171.0,233,CR(제어압연),878,10,4조
불량,C,미적용,1171.0,188,CR(제어압연),878,10,4조
불량,C,적용,1170.0,194,CR(제어압연),887,9,4조
양품,C,적용,1170.0,183,CR(제어압연),887,10,4조
양품,C,적용,1157.5,280,CR(제어압연),894,10,4조
양품,C,적용,1157.5,258,CR(제어압연),894,10,4조
불량,C,미적용,1174.0,222,CR(제어압연),902,10,4조
양품,C,적용,1174.0,207,CR(제어압연),902,10,4조
양품,C,적용,1171.0,207,CR(제어압연),908,10,4조
양품,C,적용,1171.0,180,CR(제어압연),908,10,4조
양품,C,적용,1171.0,185,CR(제어압연),908,10,4조
양품,C,적용,1159.5,232,CR(제어압연),894,10,4조
양품,C,적용,1159.5,194,CR(제어압연),894,10,4조
양품,C,적용,1160.0,217,CR(제어압연),888,10,4조
양품,C,적용,1160.0,216,CR(제어압연),888,10,4조
양품,C,적용,1174.5,209,CR(제어압연),896,10,4조
양품,C,적용,1174.5,217,CR(제어압연),896,10,4조
양품,C,적용,1174.5,207,CR(제어압연),896,10,4조
양품,C,적용,1168.5,238,CR(제어압연),891,10,4조
양품,C,적용,1168.5,199,CR(제어압연),891,10,4조
양품,C,적용,1168.5,191,CR(제어압연),891,10,4조
양품,C,적용,1172.5,220,CR(제어압연),916,10,4조
양품,C,적용,1172.5,197,CR(제어압연),916,10,4조
양품,C,적용,1166.5,227,CR(제어압연),919,10,4조
양품,C,적용,1171.0,215,CR(제어압연),913,10,4조
양품,C,적용,1158.0,231,CR(제어압연),938,10,4조
양품,C,적용,1158.0,215,CR(제어압연),938,10,4조
양품,C,적용,1159.5,218,CR(제어압연),947,10,4조
양품,C,적용,1159.5,216,CR(제어압연),947,10,4조
양품,C,적용,1167.0,239,CR(제어압연),965,10,4조
양품,C,적용,1167.0,222,CR(제어압연),965,10,4조
불량,C,적용,1168.0,222,CR(제어압연),1005,8,4조
불량,C,적용,1168.0,217,CR(제어압연),1005,8,4조
불량,C,적용,1168.0,191,CR(제어압연),1005,8,4조
불량,C,적용,1168.0,197,CR(제어압연),1005,8,4조
양품,C,적용,1171.0,197,CR(제어압연),940,10,4조
양품,C,적용,1146.5,203,CR(제어압연),948,10,4조
양품,C,적용,1146.5,209,CR(제어압연),948,10,4조
양품,C,적용,1166.0,227,CR(제어압연),948,10,4조
양품,C,적용,1166.0,204,CR(제어압연),948,10,4조
양품,C,적용,1177.5,208,CR(제어압연),957,10,4조
